ID,HospitalName,Address,City,County,State,Zipcode,RatingBelow6,Rating7-8,Rating9-10,Latitude,Longitude
2213,AVERA MARSHALL REGIONAL MEDICAL CTR,300 SOUTH BRUCE STREET,MARSHALL,LYON,MN,56258,0.07,0.19,0.74,44.446885,-95.77281
2214,DEER RIVER HEALTHCARE CENTER,115 10TH AVENUE NORTHEAST,DEER RIVER,ITASCA,MN,56636,,,,47.382872,-93.84832
2215,MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE,301 2ND STREET NORTHEAST,NEW PRAGUE,SCOTT,MN,56071,,,,44.546463,-93.57848
2216,NEW RIVER MEDICAL CENTER,1013 HART BOULEVARD,MONTICELLO,WRIGHT,MN,55362,0.07,0.22,0.71,45.301337,-93.80774
2218,COMMUNITY MEMORIAL HOSPITAL,512 SKYLINE BOULEVARD,CLOQUET,CARLTON,MN,55720,0.05,0.3,0.65,46.727077,-92.48612
2219,SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVENUE,BENSON,SWIFT,MN,56215,0.02,0.21,0.77,45.317872,-95.57247
2220,MEEKER MEMORIAL HOSPITAL,612 SOUTH SIBLEY AVENUE,LITCHFIELD,MEEKER,MN,55355,0.04,0.2,0.76,45.104473,-94.52868
2221,FIRSTLIGHT HEALTH SYSTEM,301 SOUTH HIGHWAY 65,MORA,KANABEC,MN,55051,0.07,0.25,0.68,45.897003,-93.29452
2222,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,425 NORTH ELM STREET,SAUK CENTRE,STEARNS,MN,56378,,,,45.729898,-94.97236
2224,ST GABRIELS HOSPITAL,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MORRISON,MN,56345,0.05,0.16,0.79,45.994029,-94.37183
2225,SANFORD LUVERNE MEDICAL CENTER,1600 NORTH KNISS AVENUE P O BOX 1019,LUVERNE,ROCK,MN,56156,0.04,0.24,0.72,43.653947,-96.2303
2226,MADISON HOSPITAL,820 THIRD AVENUE,MADISON,LAC QUI PARLE,MN,56256,0.02,0.26,0.72,45.036047,-96.19573
2227,PERHAM HEALTH,1000 CONEY STREET WEST,PERHAM,OTTER TAIL,MN,56573,0.05,0.15,0.8,46.607429,-95.55911
2228,PIPESTONE COUNTY  MEDICAL CENTER ASHTON CC,916 4TH AVENUE SOUTHWEST,PIPESTONE,PIPESTONE,MN,56164,0.06,0.28,0.66,44.020814,-96.32473
2229,MINNESOTA VALLEY HEALTH CENTER  INC,621 SOUTH FOURTH STREET,LE SUEUR,LE SUEUR,MN,56058,,,,44.449976,-93.90513
2230,GLACIAL RIDGE HOSPITAL,10 4TH AVENUE SOUTHEAST,GLENWOOD,POPE,MN,56334,0.05,0.1,0.85,45.609555,-95.35104
2231,ST FRANCIS HEALTHCARE CAMPUS,2400 ST FRANCIS DRIVE,BRECKENRIDGE,WILKIN,MN,56520,0.08,0.21,0.71,46.27324,-96.54888
2232,NEW ULM MEDICAL CENTER,1324 FIFTH NORTH STREET,NEW ULM,BROWN,MN,56073,0.04,0.24,0.72,44.308395,-94.46149
2233,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,930 FIRST STREET NORTHEAST,ELBOW LAKE,GRANT,MN,56531,,,,45.990556,-95.96704
2234,ST JOSEPHS AREA  HEALTH SERVICES,600 PLEASANT AVENUE,PARK RAPIDS,HUBBARD,MN,56470,0.05,0.16,0.79,46.974221,-95.06581
2235,SANFORD MEDICAL CENTER THIEF RIVER FALLS,120 LABREE AVENUE SOUTH,THIEF RIVER FALLS,PENNINGTON,MN,56701,0.07,0.32,0.61,48.118625,-96.1793
2236,CHILDREN'S HOSPITALS & CLINICS OF MN,2525 CHICAGO AVENUE SOUTH,MINNEAPOLIS,HENNEPIN,MN,55404,,,,44.963365,-93.26179
2237,UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,HINDS,MS,39216,0.06,0.2,0.74,32.334738,-90.16933
2239,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER,TUPELO,LEE,MS,38801,0.05,0.15,0.8,34.23615,-88.75665
2240,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,200 HWY 30 WEST,NEW ALBANY,UNION,MS,38652,0.07,0.22,0.71,34.489085,-88.99973
2241,BILOXI REGIONAL MEDICAL CENTER,PO BOX 128/150 REYNOIR STREET,BILOXI,HARRISON,MS,39533,0.16,0.23,0.61,30.415795,-89.068448
2242,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,CORINTH,ALCORN,MS,38834,0.06,0.16,0.78,34.928325,-88.52856
2243,TIPPAH COUNTY HOSPITAL,1005 HWY 15 N,RIPLEY,TIPPAH,MS,38663,0.15,0.32,0.53,34.739023,-88.92629
2244,ALLIANCE HEALTHCARE SYSTEM,1430 HIGHWAY 4 EAST / P O BOX 6000,HOLLY SPRINGS,MARSHALL,MS,38635,0.22,0.18,0.6,34.762615,-89.46092
2245,GRENADA LAKE MEDICAL CENTER,960 AVENT DRIVE,GRENADA,GRENADA,MS,38901,0.09,0.23,0.68,33.77132,-89.80301
2246,TRACE REGIONAL HOSP AND SWING BED,1004 EAST MADISON STREET,HOUSTON,CHICKASAW,MS,38851,0.17,0.24,0.59,33.904246,-88.9671
2247,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH ST-P O BOX 1810,GULFPORT,HARRISON,MS,39502,0.07,0.22,0.71,30.415795,-89.068448
2248,WEBSTER GENERAL HOSPITAL/SWING BED,70 MEDICAL PLAZA,EUPORA,WEBSTER,MS,39744,0.07,0.13,0.8,33.577688,-89.3028
2249,GILMORE MEMORIAL HOSPITAL,1105 EARL FRYE BLVD,AMORY,MONROE,MS,38821,0.06,0.17,0.77,33.988235,-88.46783
2250,WINSTON MEDICAL CENTER & SWINGBED,562 EAST MAIN STREET,LOUISVILLE,WINSTON,MS,39339,0.19,0.32,0.49,33.109635,-89.02849
2251,RIVER REGION HEALTH SYSTEM,2100 HWY 61 N,VICKSBURG,WARREN,MS,39183,0.1,0.26,0.64,32.386653,-90.84485
2252,BAPTIST MEMORIAL HOSPITAL NORTH MS,2301 SOUTH LAMAR,OXFORD,LAFAYETTE,MS,38655,0.11,0.26,0.63,34.345016,-89.50735
2253,GEORGE COUNTY HOSPITAL,859 WINTER STREET,LUCEDALE,GEORGE,MS,39452,0.1,0.18,0.72,30.873353,-88.58869
2254,MADISON RIVER OAKS MEDICAL CENTER,161 RIVER OAKS DRIVE,CANTON,MADISON,MS,39046,0.09,0.2,0.71,32.618475,-90.01041
2255,SINGING RIVER HOSPITAL,2809 DENNY AV,PASCAGOULA,JACKSON,MS,39581,0.07,0.19,0.74,30.36298,-88.52901
2256,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,COAHOMA,MS,38614,0.17,0.3,0.53,34.196126,-90.59442
2257,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,NESHOBA,MS,39350,0.05,0.25,0.7,32.776368,-89.12788
2258,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,100 HOSPITAL DRIVE,BOONEVILLE,PRENTISS,MS,38829,0.04,0.18,0.78,34.653448,-88.53751
2259,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,HINDS,MS,39216,0.06,0.17,0.77,32.334738,-90.16933
2260,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY ST,MAGNOLIA,PIKE,MS,39652,0.02,0.25,0.73,31.117097,-90.45287
2261,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD,STARKVILLE,OKTIBBEHA,MS,39759,0.07,0.19,0.74,33.450215,-88.82383
2262,KILMICHAEL HOSPITAL,301 LAMAR AVENUE,KILMICHAEL,MONTGOMERY,MS,39747,0,0.14,0.86,33.413657,-89.56261
2263,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,LINCOLN,MS,39601,0.04,0.13,0.83,31.574319,-90.45029
2264,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,JONES,MS,39440,0.11,0.25,0.64,31.701492,-89.1393
2265,MONTFORT JONES MEMORIAL HOSPITAL,220 HWY 12 WEST,KOSCIUSKO,ATTALA,MS,39090,0.07,0.23,0.7,33.038079,-89.56318
2266,JEFFERSON COUNTY HOSPITAL,809 S MAIN BOX 577,FAYETTE,JEFFERSON,MS,39069,0.14,0.24,0.62,31.707145,-91.05349
2267,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,WATER VALLEY,YALOBUSHA,MS,38965,0.12,0.13,0.75,34.148775,-89.62882
2268,CLAY COUNTY MEDICAL CENTER,835 MEDICAL CENTER DR,WEST POINT,CLAY,MS,39773,0.09,0.17,0.74,33.619058,-88.64686
2269,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,LAUDERDALE,MS,39301,0.09,0.16,0.75,32.339004,-88.6596
2270,CENTRAL MISSISSIPPI MEDICAL CENTER,1850 CHADWICK DR,JACKSON,HINDS,MS,39204,0.13,0.25,0.62,32.284829,-90.22778
2271,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,WAYNESBORO,WAYNE,MS,39367,0.09,0.25,0.66,31.688901,-88.65623
2272,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,FORREST,MS,39404,0.08,0.21,0.71,31.172142,-89.294772
2273,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH 4 ST,ROLLING FORK,SHARKEY,MS,39159,,,,32.811181,-90.97713
2274,ANDERSON RMC SOUTH,1102 CONSTITUTION AVENUE,MERIDIAN,LAUDERDALE,MS,39301,0,0.19,0.81,32.339004,-88.6596
2275,DELTA REGIONAL MEDICAL CENTER,1400 E UNION ST,GREENVILLE,WASHINGTON,MS,38704,0.18,0.25,0.57,33.253401,-90.918503
2276,NATCHEZ REGIONAL MEDICAL CENTER,52 SEARGENT PRENTISS DRIVE,NATCHEZ,ADAMS,MS,39120,0.14,0.23,0.63,31.535545,-91.35434
2277,MARION GENERAL HOSPITAL,1560 SUMRALL RD,COLUMBIA,MARION,MS,39429,0.09,0.23,0.68,31.255242,-89.79264
2278,BOLIVAR MEDICAL CENTER,HWY 8 E,CLEVELAND,BOLIVAR,MS,38732,0.11,0.25,0.64,33.749149,-90.71329
2279,WESLEY MEDICAL CENTER,5001 W HARDY ST,HATTIESBURG,FORREST,MS,39402,0.07,0.16,0.77,31.325437,-89.37926
2280,SOUTH SUNFLOWER COUNTY HOSPITAL,121 E BAKER ST,INDIANOLA,SUNFLOWER,MS,38751,0.06,0.31,0.63,33.45139,-90.65824
2281,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,BRANDON,RANKIN,MS,39042,0.19,0.24,0.57,32.237742,-89.93514
2282,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,PIKE,MS,39649,0.07,0.23,0.7,31.17494,-90.403987
2283,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD / PO BOX 1410,GREENWOOD,LEFLORE,MS,38930,0.07,0.24,0.69,33.528734,-90.17663
2284,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,2520 5TH ST N,COLUMBUS,LOWNDES,MS,39701,0.09,0.21,0.7,33.492107,-88.43746
2285,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,HINDS,MS,39202,0.06,0.23,0.71,32.313595,-90.17688
2286,ANDERSON REGIONAL MEDICAL CTR,2124 14 ST,MERIDIAN,LAUDERDALE,MS,39301,0.07,0.22,0.71,32.339004,-88.6596
2287,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,PICAYUNE,PEARL RIVER,MS,39466,0.17,0.24,0.59,30.52798,-89.66611
2288,NATCHEZ COMMUNITY HOSPITAL/SWING BED,129 JEFFERSON DAVIS BLVD BOX 1203,NATCHEZ,ADAMS,MS,39120,0.14,0.24,0.62,31.535545,-91.35434
2289,GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,GULFPORT,HARRISON,MS,39501,0.07,0.22,0.71,30.380597,-89.09626
2290,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,MAGEE,SIMPSON,MS,39111,0.06,0.22,0.72,31.880229,-89.72086
2291,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DR,SENATOBIA,TATE,MS,38668,0.12,0.28,0.6,34.607602,-89.94635
2292,TRI LAKES MEDICAL CENTER,303 MEDICAL CENTER DRIVE,BATESVILLE,PANOLA,MS,38606,0.22,0.26,0.52,34.309659,-89.963
2294,WOMAN'S HOSPITAL AT RIVER OAKS,1026 NORTH FLOWOOD DRIVE,JACKSON,HINDS,MS,39232,0.06,0.13,0.81,32.311287,-90.397157
2296,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,SOUTHAVEN,DESOTO,MS,38671,0.1,0.24,0.66,34.96848,-89.99793
2297,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,MERIDIAN,LAUDERDALE,MS,39301,,,,32.339004,-88.6596
2298,HANCOCK MEDICAL CENTER,149 DRINKWATER BLVD,BAY SAINT LOUIS,HANCOCK,MS,39521,0.08,0.25,0.67,30.403156,-89.49821
2299,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,RALEIGH,SMITH,MS,39153,,,,32.035356,-89.49748
2300,LACKEY MEMORIAL HOSPITAL,330 N BROAD STREET,FOREST,SCOTT,MS,39074,,,,32.379693,-89.46552
2301,STONE COUNTY HOSPITAL,1434 EAST CENTRAL AVENUE,WIGGINS,STONE,MS,39577,0.24,0.17,0.59,30.94336,-89.17912
2302,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,201 SOUTH MARKET ST / PO BOX 230,CHARLESTON,TALLAHATCHIE,MS,38921,,,,33.974998,-90.12046
2303,LAWRENCE COUNTY HOSPITAL CAH,1065 EAST BROAD ST,MONTICELLO,LAWRENCE,MS,39654,,,,31.544331,-90.1213
2304,PERRY COUNTY GENERAL HOSP,206 BAY ST,RICHTON,PERRY,MS,39476,,,,31.355717,-88.85881
2305,PONTOTOC HEALTH SERVICE CAH,176 SOUTH MAIN STREET,PONTOTOC,PONTOTOC,MS,38863,0.15,0.09,0.76,34.236312,-89.00425
2306,FIELD MEMORIAL COMMUNITY HOSPITAL,270 WEST MAIN STREET P O BOX 639,CENTREVILLE,WILKINSON,MS,39631,,,,31.078189,-91.07723
2307,PATIENT'S CHOICE MEDICAL CENTER OF HUMPHREYS,500 CCC ROAD,BELZONI,HUMPHREYS,MS,39038,,,,33.165359,-90.50127
2308,TYLER HOLMES MEMORIAL HOSPITAL CAH,409 TYLER HOLMES DRIVE,WINONA,MONTGOMERY,MS,38967,,,,33.481491,-89.73155
2309,KINGS DAUGHTERS HOSPITAL CAH,823 GRAND AVENUE,YAZOO CITY,YAZOO,MS,39194,,,,32.855811,-90.4497
2310,BAPTIST MEDICAL CENTER-LEAKE,310 ELLIS STREET,CARTHAGE,LEAKE,MS,39051,,,,32.785139,-89.50644
2311,H C WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,CLARKE,MS,39355,,,,32.057969,-88.67069
2312,SIMPSON GENERAL HOSPITAL CAH,1842 SIMPSON HIGHWAY 149,MENDENHALL,SIMPSON,MS,39114,,,,31.948527,-89.84256
2313,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE/PO BOX 369,RULEVILLE,SUNFLOWER,MS,38771,0.03,0.2,0.77,33.732774,-90.53427
2314,HOLMES COUNTY HOSPITAL AND CLINICS,239 BOWLING GREEN ROAD,LEXINGTON,HOLMES,MS,39095,,,,33.114291,-90.08221
2315,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVENUE,PORT GIBSON,CLAIBORNE,MS,39150,,,,31.970308,-90.97911
2316,LAIRD HOSPITAL INC,25117 HIGHWAY 15,UNION,UNION,MS,39365,,,,32.588341,-89.13047
2317,SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,SCOTT,MS,39117,,,,32.313881,-89.66509
2318,WALTHALL COUNTY GENERAL HOSPITAL CAH,100 HOSPITAL DRIVE,TYLERTOWN,WALTHALL,MS,39667,0.03,0.26,0.71,31.131018,-90.12856
2319,COVINGTON COUNTY HOSPITAL CAH,701 SOUTH HOLLY AVENUE,COLLINS,COVINGTON,MS,39428,,,,31.651487,-89.56525
2320,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,1102 ROSE STREET,PRENTISS,JEFFERSON DAVIS,MS,39474,0.04,0.17,0.79,31.605946,-89.86086
2321,HARDY WILSON MEMORIAL HOSPITAL CAH,233 MAGNOLIA STREET,HAZLEHURST,COPIAH,MS,39083,,,,31.841281,-90.42995
2322,GREENE COUNTY HOSPITAL CAH,1017 JACKSON STREET,LEAKESVILLE,GREENE,MS,39451,,,,31.162188,-88.60093
2323,FRANKLIN COUNTY MEMORIAL HOSPITAL,HWY 84 BOX 636,MEADVILLE,FRANKLIN,MS,39653,0.1,0.28,0.62,31.461337,-90.89208
2324,CALHOUN HEALTH SERVICES,140 BURKE-CALHOUN CITY ROAD,CALHOUN CITY,CALHOUN,MS,38916,0.07,0.16,0.77,33.839389,-89.32561
2326,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,PEARL RIVER,MS,39470,0.02,0.3,0.68,30.810936,-89.56435
2327,PIONEER COMMUNITY HOSPITAL OF CHOCTAW- CAH,311 WEST CHERRY STREET,ACKERMAN,CHOCTAW,MS,39735,,,,33.371974,-89.17616
2328,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,KEMPER,MS,39328,,,,32.744445,-88.69959
2329,MERCY HOSPITAL JOPLIN,2817 ST JOHNS BLVD,JOPLIN,JASPER,MO,64801,,,,37.09416,-94.50169
2330,COOPER COUNTY MEMORIAL HOSPITAL,17651 B HWY,BOONVILLE,COOPER,MO,65233,0.17,0.14,0.69,38.935305,-92.73932
2331,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,SAINT CHARLES,MO,63301,0.06,0.2,0.74,38.808583,-90.50687
2332,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON STREET,SAINT JOSEPH,BUCHANAN,MO,64506,0.09,0.22,0.69,39.787394,-94.80941
2333,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,PETTIS,MO,65302,0.06,0.22,0.72,38.724577,-93.281672
2334,ST MARYS HEALTH CENTER,100 ST MARYS MEDICAL PLAZA,JEFFERSON CITY,COLE,MO,65101,0.08,0.23,0.69,38.535897,-92.13905
2335,TWIN RIVERS REGIONAL MEDICAL CENTER,1301 FIRST ST,KENNETT,DUNKLIN,MO,63857,0.18,0.27,0.55,36.237128,-90.04866
2336,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,PHELPS,MO,65401,0.06,0.23,0.71,37.94384,-91.77105
2337,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,SAINT LOUIS,MO,63141,0.05,0.18,0.77,38.662302,-90.45363
2338,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,ADAIR,MO,63501,0.05,0.2,0.75,40.183335,-92.58341
2339,JEFFERSON REGIONAL MEDICAL CENTER,HWY 61 SOUTH,CRYSTAL CITY,JEFFERSON,MO,63019,0.09,0.26,0.65,38.226997,-90.38215
2340,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,HOUSTON,TEXAS,MO,65483,0.11,0.24,0.65,37.316088,-91.95471
2341,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MARION,MO,63401,0.05,0.2,0.75,39.695798,-91.40084
2342,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,JACKSON,MO,64132,0.08,0.24,0.68,38.991406,-94.551
2343,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,SAINT LOUIS CITY,MO,63110,0.06,0.21,0.73,38.622601,-90.26182
2344,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,BUTLER,BATES,MO,64730,0.08,0.3,0.62,38.259528,-94.32317
2345,COX MEDICAL CENTER,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,GREENE,MO,65807,0.08,0.26,0.66,37.168435,-93.31297
2346,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,COLE,MO,65102,0.03,0.2,0.77,38.530921,-92.249342
2347,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,JACKSON,MO,64108,0.15,0.25,0.6,39.084554,-94.58296
2348,ST FRANCIS HOSPITAL,2016 SOUTH MAIN ST,MARYVILLE,NODAWAY,MO,64468,0.07,0.24,0.69,40.341716,-94.87498
2349,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,FRANKLIN,MO,63090,0.07,0.22,0.71,38.535499,-91.02348
2350,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,CLINTON,MO,64429,0.15,0.23,0.62,39.743859,-94.23378
2351,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,LACLEDE,MO,65536,0.11,0.22,0.67,37.678528,-92.64733
2352,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,NEVADA,VERNON,MO,64772,0.09,0.26,0.65,37.838563,-94.35075
2353,ST LUKES NORTHLAND HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,PLATTE,MO,64154,0.05,0.17,0.78,39.261679,-94.63353
2354,AUDRAIN MEDICAL CENTER,620 E MONROE,MEXICO,AUDRAIN,MO,65265,0.09,0.28,0.63,39.179316,-91.88404
2355,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,GREENE,MO,65804,0.05,0.19,0.76,37.161299,-93.2519
2356,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,BOONE,MO,65201,0.06,0.2,0.74,38.926838,-92.29003
2357,PEMISCOT MEMORIAL HOSPITAL,946 EAST REED,HAYTI,PEMISCOT,MO,63851,0.33,0.29,0.38,36.235881,-89.74861
2358,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,RANDOLPH,MO,65270,0.08,0.24,0.68,39.420353,-92.4344
2359,ST ANTHONY'S MEDICAL CENTER,10010 KENNERLY ROAD,SAINT LOUIS,SAINT LOUIS,MO,63128,0.07,0.23,0.7,38.500734,-90.37113
2360,OZARKS MEDICAL CENTER,1100 KENTUCKY AVE,WEST PLAINS,HOWELL,MO,65775,0.09,0.27,0.64,36.719145,-91.87408
2361,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,109 PLUM ST,DONIPHAN,RIPLEY,MO,63935,0.14,0.28,0.58,36.624115,-90.8615
2362,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,JEFFERSON,MO,63026,0.05,0.16,0.79,38.502854,-90.46088
2363,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,JACKSON,MO,64114,0.09,0.26,0.65,38.966056,-94.59641
2365,COX MEDICAL CENTER BRANSON,PO BOX 650 BUS HWY 65 & SKAGGS RD,BRANSON,TANEY,MO,65616,0.09,0.26,0.65,36.64417,-93.25668
2368,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,JOHNSON,MO,64093,0.08,0.22,0.7,38.772117,-93.73519
2369,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEES SUMMIT RD,KANSAS CITY,JACKSON,MO,64139,0.07,0.23,0.7,38.959277,-94.40868
2370,SSM DEPAUL HEALTH CENTER,12303 DEPAUL DRIVE,BRIDGETON,SAINT LOUIS,MO,63044,0.06,0.2,0.74,38.757318,-90.42335
2371,ST LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,SAINT LOUIS CITY,MO,63110,0.09,0.23,0.68,38.622601,-90.26182
2373,SOUTHEAST MISSOURI HOSPITAL,1701 LACEY ST,CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63701,0.05,0.14,0.81,37.32564,-89.5659
2374,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,NEW MADRID,MO,63801,0.08,0.19,0.73,36.891163,-89.58355
2375,MINERAL AREA REGIONAL MEDICAL CENTER,1212 WEBER RD,FARMINGTON,SAINT FRANCOIS,MO,63640,0.09,0.23,0.68,37.779206,-90.41404
2376,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,BUTLER,MO,63901,0.25,0.33,0.42,36.759357,-90.41689
2377,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,JASPER,MO,64804,0.09,0.26,0.65,37.047161,-94.51124
2378,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,JACKSON,MO,64111,0.06,0.18,0.76,39.056505,-94.59439
2380,FITZGIBBON MEMORIAL HOSPITAL,2305 S 65 HIGHWAY,MARSHALL,SALINE,MO,65340,0.06,0.25,0.69,39.10518,-93.18783
2381,SAC-OSAGE HOSPITAL,700 GIESLER DRIVE,OSCEOLA,SAINT CLAIR,MO,64776,0.16,0.23,0.61,38.039239,-93.67676
2382,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,1200 N ONE MILE RD,DEXTER,STODDARD,MO,63841,0.08,0.24,0.68,36.784453,-89.97428
2384,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,SAINT FRANCOIS,MO,63640,0.06,0.2,0.74,37.779206,-90.41404
2385,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,HENRY,MO,64735,0.07,0.22,0.71,38.364214,-93.76042
2386,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,SAINT LOUIS,MO,63122,0.11,0.19,0.7,38.582702,-90.40966
2387,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,CLAY,MO,64069,0.07,0.2,0.73,39.282869,-94.408998
2388,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,SAINT LOUIS,MO,63017,0.04,0.13,0.83,38.647023,-90.53918
2389,CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,SAINT LOUIS,SAINT LOUIS,MO,63136,0.1,0.26,0.64,38.73835,-90.26154
2390,ST FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63703,0.05,0.15,0.8,37.291432,-89.54065
2391,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,CAMDEN,MO,65065,0.07,0.22,0.71,38.130807,-92.66935
2392,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,JACKSON,MO,64063,0.07,0.18,0.75,38.913857,-94.36397
2393,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,SAINT CHARLES,MO,63376,0.06,0.2,0.74,38.778579,-90.62045
2394,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,JACKSON,MO,64014,0.08,0.21,0.71,39.017559,-94.25767
